title,artist,lyrics,listens,hotness,genres,genius ID,spotify ID
Only Love Can Break Your Heart,Natalie Imbruglia,"

[Verse 1]
When you were young and on your own
How did it feel to be alone?
I was always thinking of games that I was playing
Trying to make the best of my time

[Chorus]
But only love can break your heart
Try to be sure right from the start
Yes only love can break your heart
What if your world should fall apart?

[Verse 2]
I have a friend I've never seen
He hides his head inside a dream
Someone should call him and see if he can come out
Try to lose the down that he's found

[Chorus]
But only love can break your heart
Try to be sure right from the start
Yes only love can break your heart
What if your world should fall apart?

[Outro]
I have a friend I've never seen
He hides his head inside a dream
Yes, only love can break your heart

",223561,18,['Pop Genius'],2283841,28OgMGph2jq9PwmLx28mQb
Catfish,Kinky Friedman,"

Kinky Friedman - Catfish

Lazy stadium night
Catfish on the mound
""Strike three,"" the umpire said
Batter have to go back and sit down
Catfish, million dollar man
Nobody can throw the ball like Catfish can
Used to work on Mr. Finley's farm
But the old man would not pay
So he packed his glove and took his arm
And one day he just ran away
Catfish, million dollar man
Nobody can throw that ball like Catfish can

Way up where the Yankees are
Smoke a custom made cigar
Catfish, million dollar man
Nobody can throw that ball like Catfish can

Reggie Jackson at the plate
Seeing nothing but the curve
Swing too early or too late
Got to eat what Catfish serve
Catfish, million dollar man
Nobody can throw the ball like Catfish can

",1450,3,['Pop Genius'],1255200,243HQg5vLBQfLWdukTgTGY
Holler And Shout,Elvin Bishop,"

Let me tell you 'bout the first time I met that woman of my dreams
My eyes popped out of my head, she was the sweetest thing I'd ever seen
And I hollered, shouted
Yes, I did
Shouted out loud
I said, baby
Whoa, child
You turn me around

Let me tell you what I'm talkin' about
She just about knocked me out
Lookin' so good that I lost my cool
And I just had to shout

And I hollered, shouted
Yes, I did
Shouted out loud
I said, baby
Whoa, child
You turn me 'round
(All the way around)

Let me tell you what I'm talkin' about
She just about knocked me out
Lookin' so good that I lost my cool
And I just had to shout

And I hollered, shouted
Yes, I did
Shouted out loud
I said, baby
Whoa, child
You turn me 'round
(All the way around)

I don't know what it's worth, but that woman
(Shouted out loud)
Let me tell you that she moved me
And she grooved me
(All the way around)

Now, every day
Every way
(Shouted out loud)
Talk about her
Talk about her
Holler and shout

",44376,13,['Pop Genius'],1120124,0xD3Soe9JyCigQua2ZUnCG
Full Bloom,​deadmau5,"

[Instrumental]

",455477,16,"['Progressive House', 'Electronic', 'Pop Genius']",3395524,1JoMagnANiOC3IfYeIx2nb
Despite The Waves,Dali’s Dilemma,"

Living everyday
Trapped behind the walls
And it's something you defend

Pain is in your eyes
You're holding back the tears
So why is it that you pretend?

And all this time you've hidden the abuse
But now you have a way out
It's your life, just choose

So afraid but not for long
You'll brave the sea despite the waves
Now it's time to shear your fears
And trough them all away
You braved the sea despite the waves

Walked amongst the shadows
Through the chilling air of dusk
Once again, but not alone

Waiting all your life for destiny
To shatter these four walls
And set, you free

So afraid but not for long
You'll brave the sea despite the waves
Now it's time to shear your fears
And trough them all away
You braved the sea despite the waves

Visions in deep sleep
Racing through the mind
Will he ever dream again?

Visions in deep sleep
So vivid and serene
How he wants to dream again

Waiting all your life for destiny
To shatter these four walls
And set, you free

So afraid but not for long
You'll brave the sea despite the waves
Now it's time to shear your fears
And trough them all away
You braved the sea despite the waves

",13295,6,['Pop Genius'],908313,2FAbTR92bVsZbU5IuWXzUM
Dream Like New York,Tyrone Wells,"

So many dreams come and go
We blink our eyes
Time flies by we don't know
What ever happened to those childhood years?
When we thought we could fly
We got to keep those dreams alive

And dream like New York
As high as the skyline
Aim for the stars above those city lights
I want to dream like New York
I'm running down Broadway
I got to catch the next train
I'm making my way

Race to work again today
From nine to five
I only strive to stay awake
But the child inside me
Dares to believe I still can fly
Can't let those dreams just die

I got to dream like New York
As high as the skyline
Aim for the stars above those city lights
I want to dream like New York
I'm running down Broadway

I got to catch the next train
I'm making my way

How many times have you tried and failed?
Have you watched your dreams slip away?
Well every hero falls and every soldier crawls
And every dreamer dreams again
Got to dream again

Go on and dream like New York
As high as the skylines
Aim for the stars above those city lights
Go on and dream like New York
Run on down Broadway
Catch the next train
Go make your way

Go on and dream like New York
As high as the skylines
Aim for the stars above those city lights
You got to dream like New York
Run on down Broadway
Catch the next train
Go make your way
Go make your way
Go make your way

",88119,8,['Pop Genius'],1340863,3PgK9vZzZdWOBhl7zYjwIq
V.,Els Amics De Les Arts,"

Problema primer

Vet aquí un noi, de nom Ignasi
Que amb trenta anys ja quasi quasi
Sembla, el pobre quedarà per vestir sants
Que des que descobrir la xarxa
El company ja no surt de casa
Perquè es passa nit i dia sempre online

Però sempre hi ha un moment o altre
En que el seu cos ja no s'aguanta
I cau dormit sobre de l'Enter i el Blocks Cap
I la seu mare li fot crits
""Fill meu no som casa de rics
Si estàs dormint no val la pena anar gastant""

Sol·lució primera

Un cop haver-hi donat voltes
El xicot, gens poca-solta
Ha trobat per tal atzucac la solució
S'ha fet un tall al braç esquerre
Per on hi entra un cable amb terra
Que connecta els nervis amb l'ordinador

I així s'acaben els problemes
Fotent-hi fils, piuets i antenes
USBs i quatre arxius amb autorun
Oh! Que fantàstica és la ciència
Si el xicot per la consciència
El windows fa Apagar Equipo i tururut!

Problema segon

La següent part d'aquesta història
Es centra amb la companya Glòria
Amb greus problemes per establir connexió
Amb els nois de la discoteca
Que es salten la xerrameca
I van directes a la colonització

Ella s'arrapa a la columna
I balla al son del txumba-txumba
Amb desparpajo impropi de la seva edat
Preguntareu ""Per què està sola?
I Per què ningú li diu hola?""
Molt senzill: Perquè el seu nas fa feredat!

Solució segona

Schoenmaker compta amb gran prestigi
Com a metge és un prodigi
De la cirurgia amb tots els seus vessants
Treballa ràpid i molt fi
A cop de serra, bisturí
Novocaïna i sutura auto-degradant

L'operació va de primera
Tot i el mal que no s'espera
Quan li parteixen el nas per la meitat
Però tot i això ella no protesta
Fora els punts, se'n va de festa
I es pentina un fashion victim musculat

Problema tercer

Per anar tancant la trilogia
Parlem d'en Josep Maria
Una persona acostumada a viure amb por
Que no creu que hi hagi algú noble
Del Perú a Constantinoble
I desconfia fins i tot del més senyor

Sempre llegeix en els diaris
Periodistes visionaris
Que prediuen la debacle d'aquest món
Per talibans
Canvis climàtics, boits que enriqueixen urani
Terroristes i immigrants de qui sap on

Solució Tercera

Cal fer quelcom i ben de pressa
Fot als fills un GPS
I a la dona la disfressa de soldat
Es munta un bunker al garatge
Al carter agafa d'hostatge
Toc de queda i càstig pels que arriben tard

Reconverteix la segadora
En una gran metralladora
Per si hi ha algun extraterrestre pel veïnat
Ja s'ha acabat el preocupar-se
Visca el món i visca el Barça
Catalans la millor vida ja ha arribat

",264497,9,['Pop Genius'],815804,7jxUr8A7Vo9yxM61QcAZ3b
Cracked LCD,Ladytron,"

Back to summertime. It was almost 6 months to the day
Eyes clock to his hand
Liquid crystals on his watch catch rays of morning peeking through
Moving the pillows out of the way. Tries to make the time
Falls asleep with his watch on again
Cracked LCD

He has got last years summertime, the one she liked
On daylight saving time
Hoping that the world catch up with him before he catches her
It happens once a year. She'd better run
Was summertime for all. Alpine retreat off the A40
Cracked LCD

",492779,21,['Pop Genius'],1311238,78ToDFKxlvtCEgVsuE2dPV
Hymn,Cocoon,"

I spent the night in the forest
You were shining when I cried
When I cried:
""Oh where is the light?""

I spent all my days in my mindscape
You were with me
When I weapt
When I weapt
You watched me when I slept

Skies have grown darker
But stars have grown brighter
And my room
And my room is a safe cocoon!

Streets have gone misty
But peace is upon me when I sing
When I sing:
""Holy is the King!""

And You won't wash away if I fade
And it's OK to break in two
Break in two
If I'm breaking into you!

You won't wash away if I fade
And it's OK to break in two
Break in two
If I'm breaking into you!

",38404,0,['Pop Genius'],1970987,2IYYAnkpSTV7SHaVCA91z6
Tidal Wave,WOULF,"

CHORUS:
Back in my bag, black hoodie match the strap and the mask
7 days out the week and I still can't find time to relax
Business meetings on the phone while I'm out here serving to drops
You was never there when feds hit the block making it hot
Money calling Money conversations
Money calling money call yeah
Money calling Money conversations
Money calling money call yeah
(Yeah Yeah, Hey)
Money calling Money conversations
Money calling money conversations
VERSE 1:
I needed all up in cash
Rich fronted me a zip and a half
He said go flip and bring it back
Less than a week and it’s nothing left
I moved the weight like a shoulder press
I play the game like a genesis
Alpha so I keep the letterman
Touching the ground is irrelevant
Closing the deals with executives
We just stay moving with excellence
Shawty gone bounce like some gelatin
That pussy all on my regimen
We just stay true to our etiquettes
I got the keys ima resident
Handle my business that's evident
Work day and night I'm the president
I got the stripes like a veteran
Moving I’m moving I’m moving like Jeffersons
I'm back on my bullshit
Booth with full clips
Call it a drive by
We smoking on moon chips
I been working on a Hueblot
Back when me and coop was moving you know
Got these hoes going of a Meukow
In her guts she call me Papi Chulo
CHORUS:
Back in my bag, black hoodie match the strap and the mask
7 days out the week and I still can't find time to relax
Business meetings on the phone while I'm out here serving to drops
You was never there when feds hit the block making it hot
Money calling Money conversations
Money calling money call yeah
Money calling Money conversations
Money calling money call yeah
(Yeah Yeah, Hey)
Money calling Money conversations
Money calling money conversations
VERSE 2:
I been steady winning with the niggas that I came with
Rebel Nation be the gang fuck is you saying we hit like we Vegas
Money only thing we chasing
Tell your city that we made it
Shawty wan hang with stars all of our pieces lit up like a space ship
Janae with the deals
Close out a sponsor
That's just the way that shit go
No frauds in my circle
We tighter than draws
Fans in Fresno that'll merk you
Ace on my side
Slept on his floor
Now we just LIV in the V.I.P
Kalease on the line
Push pride to the side
Throw her the keys to the whip
No time for jealousy
You move around with hoe tendencies
We did not grow up the same
I can not give you my empathy
Look back on how far I came
I took the plane not the train
This is my life and shawty looking like she need her a new role to play
Aye
(Money calling money conversations)

",0,0,['Rap Genius'],3558026,3Av8ezjMU4JdhVsBPJyPnA
Yesterday Just Passed My Way Again,Don Everly,"

I can't believe your lips are touchin' mine
After all the hurt and all this time
But I believe that sometimes losers win
Yesterday just passed my way again

I should have known the tears I made you cry
Would never mean we'd really say goodbye
Tonight sweetheart we're back were we began
Yesterday just passed my way again

They say you can't turn back the hands of time
But tonight I'm holdin' the hands that once were mine
And you're lovin' me as if the world might end
Yesterday just passed my way again
Yesterday just passed my way again

",6177,0,['Pop Genius'],1531864,4B7eSsP5eu2umbz5dAbRdp
Yvette,Kult,"

Tutaj w lesie po południu jest dobrze D,C,G,A
Wolny czas przez palce, mrówka na zapałce D,C,G,A
Ktoś kamień rzuci duży D,C,G,A
A czas tak miło się dłuży D,C,G,A
Ja mówię: chodźmy do domu, nie mówmy nikomu D,C,G
O tej naszej tajemnicy mającej nas rozliczyć D,C,G
Twoja energia dzisiaj skały kruszy D,C,G
Więc chodźmy, rozpocznijmy trzecią część podróży D,C,G

Podaj mi swoją rękę E,G,A
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę teraz

Ty podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę teraz

I spotkałem Cię wczoraj, gdy byłaś pijana
Powinnaś właściwie spać do rana
A ci wszyscy Twoi wczoraj wyjechali
Twoi bogowie Cię znowu oszukali
I wiesz, wyglądasz gorzej niż gdyśmy biegali
I w habity zakonnicom sztuczne ognie wrzucali
Ci wszyscy Twoi wczoraj wyjechali
Twoi bogowie Cię znowu oszukali

Podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę może

Ty podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę może

Ty śpisz w swoim łóżku od ściany do ściany
Ja znalazłem walizkę z Twoimi rysunkami
Przypomniałem sobie jak byliśmy w lesie, wiesz
Wolny czas przez palce, mrówka na zapałce
Ale tutaj jeszcze parę minut do rana
Ja patrzę w okno
I co właściwie robić, ja tłukę się z myślami
A Ty śpisz w swoim łóżku od ściany do ściany

Podaj,podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę znowu

Ty podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę znowu

Podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę teraz
Ty, ty,podaj mi swoją rękę
Niech poczuję, że jesteś ze mną
Podaj mi swoją rękę teraz

",41877,15,"['Polska', 'Pop Genius']",1468394,5YPcYYnbreeaA5DRysVntr
Maniaca,Romina Falconi,"

[Verse 1]
Non trovo mai quello che cerco
Se non mi diverto
Mi chiedo perché stiamo insieme
Tutto è diverso, a gonfie vele
Ma solo se mi sveglio bene
Andiamo d'accordo: volano i piatti
Ma poi me lo scordo e un'ora dopo
Nel letto la pace, il letto è di fuoco
Ed io lo so che tanto

[Pre-Chorus]
Mai, tu non cambi mai
Mai tu non cambi ed io lo so
Non mi arrendo e grido se mi dici no
Divento pazza se vuoi andare via

[Chorus]
Ti prego, portami con te
Ti prego, prendimi con te
Più ti allontani e più ti sento mio
Io ho solo te
Ti prego, portami con te
Ti prego, prendimi con te
Sono maniaca se vai via da me

[Verse 2]
Ma senza trucco, che delusione
Quando mi chiedi di restare acqua e sapone
Sei perfetto: volano i piatti
Solo a letto bruci tutti i miei difetti
Ti rivesti… ma che impressione
Più ti odio, più ti voglio consumare
Poi mi offendo, voglio andar via
E ti urlo esci subito da casa tua

[Pre-Chorus]
Mai, tu non cambi mai
Mai, tu non cambi ed io lo so
Non mi arrendo e grido se mi dici no
Divento pazza se vuoi andare via

[Chorus]
Ti prego, portami con te
Ti prego, prendimi con te
Più ti allontani e più ti sento mio
Io ho solo te
Ti prego, portami con te
Ti prego, prendimi con te
Sono maniaca se vai via da me

[Verse 3]
Mi lasci fare, Dio, quanto sei idoneo!
Fammi parlare che poi perdo il filo
Prima non ero così hai fatto tutto tu
Come son brutti quei jeans, toglili subito!

[Chorus]
Ti prego, portami con te
Ti prego, prendimi con te
Più ti allontani e più ti sento mio
Io ho solo te
Ti prego, portami con te
Ti prego, prendimi con te
Sono maniaca se vai via da me

",38929,9,"['Italy', 'Pop Genius']",2886273,64iNGuxvyrZXAZrQ3Nc04G
